9.974011e+001,5.496332e+002
1.007043e+002,5.505393e+002
1.016686e+002,5.528735e+002
1.026328e+002,5.567444e+002
1.035970e+002,5.585862e+002
1.045613e+002,5.591621e+002
1.055255e+002,5.582601e+002
1.064897e+002,5.552487e+002
1.074540e+002,5.472303e+002
1.084182e+002,5.396254e+002
1.093824e+002,5.319205e+002
1.103467e+002,5.243656e+002
1.113109e+002,5.182994e+002
1.122751e+002,5.172841e+002
1.132394e+002,5.186841e+002
1.142036e+002,5.218357e+002
1.151678e+002,5.258986e+002
1.161321e+002,5.290878e+002
1.170963e+002,5.279681e+002
1.180605e+002,5.238069e+002
1.190248e+002,5.182030e+002
1.199890e+002,5.128673e+002
1.209532e+002,5.085517e+002
1.219175e+002,5.064355e+002
1.228817e+002,5.076288e+002
1.238459e+002,5.103598e+002
1.248102e+002,5.111777e+002
1.257744e+002,5.074834e+002
1.267386e+002,5.039612e+002
1.277029e+002,5.004964e+002
1.286671e+002,4.971096e+002
1.296313e+002,4.940224e+002
1.305956e+002,4.918423e+002
1.315598e+002,4.902372e+002
1.325240e+002,4.896463e+002
1.334883e+002,4.901798e+002
1.344525e+002,4.911851e+002
1.354167e+002,4.903772e+002
1.363810e+002,4.884250e+002
1.373452e+002,4.864008e+002
1.383094e+002,4.852867e+002
1.392737e+002,4.854640e+002
1.402379e+002,4.842834e+002
1.412021e+002,4.808709e+002
1.421664e+002,4.766315e+002
1.431306e+002,4.737958e+002
1.440948e+002,4.744983e+002
1.450591e+002,4.747510e+002
1.460233e+002,4.737837e+002
1.469875e+002,4.717340e+002
1.479518e+002,4.693266e+002
1.489160e+002,4.659805e+002
1.498802e+002,4.629187e+002
1.508445e+002,4.612831e+002
1.518087e+002,4.614203e+002
1.527729e+002,4.628542e+002
1.537372e+002,4.643608e+002
1.547014e+002,4.648650e+002
1.556656e+002,4.631083e+002
1.566299e+002,4.583957e+002
1.575941e+002,4.507262e+002
1.585583e+002,4.452811e+002
1.595226e+002,4.419013e+002
1.604868e+002,4.402164e+002
1.614510e+002,4.401909e+002
1.624153e+002,4.435019e+002
1.633795e+002,4.438236e+002
