9.974011e+001,5.867010e+002
1.007043e+002,5.930811e+002
1.016686e+002,5.979089e+002
1.026328e+002,6.002501e+002
1.035970e+002,6.007034e+002
1.045613e+002,5.995581e+002
1.055255e+002,5.970891e+002
1.064897e+002,5.936604e+002
1.074540e+002,5.881274e+002
1.084182e+002,5.825031e+002
1.093824e+002,5.754507e+002
1.103467e+002,5.674873e+002
1.113109e+002,5.616113e+002
1.122751e+002,5.647230e+002
1.132394e+002,5.696364e+002
1.142036e+002,5.728986e+002
1.151678e+002,5.725172e+002
1.161321e+002,5.695184e+002
1.170963e+002,5.672443e+002
1.180605e+002,5.652108e+002
1.190248e+002,5.631466e+002
1.199890e+002,5.609108e+002
1.209532e+002,5.592122e+002
1.219175e+002,5.575602e+002
1.228817e+002,5.559286e+002
1.238459e+002,5.542267e+002
1.248102e+002,5.523135e+002
1.257744e+002,5.495730e+002
1.267386e+002,5.469733e+002
1.277029e+002,5.440001e+002
1.286671e+002,5.407372e+002
1.296313e+002,5.379750e+002
1.305956e+002,5.379144e+002
1.315598e+002,5.378574e+002
1.325240e+002,5.365883e+002
1.334883e+002,5.337351e+002
1.344525e+002,5.305569e+002
1.354167e+002,5.296179e+002
1.363810e+002,5.298284e+002
1.373452e+002,5.301499e+002
1.383094e+002,5.297150e+002
1.392737e+002,5.284598e+002
1.402379e+002,5.263207e+002
1.412021e+002,5.225562e+002
1.421664e+002,5.182913e+002
1.431306e+002,5.153020e+002
1.440948e+002,5.151378e+002
1.450591e+002,5.151741e+002
1.460233e+002,5.147546e+002
1.469875e+002,5.139971e+002
1.479518e+002,5.135181e+002
1.489160e+002,5.148890e+002
1.498802e+002,5.154475e+002
1.508445e+002,5.141553e+002
1.518087e+002,5.111241e+002
1.527729e+002,5.078008e+002
1.537372e+002,5.063595e+002
1.547014e+002,5.055474e+002
1.556656e+002,5.051006e+002
1.566299e+002,5.049740e+002
1.575941e+002,5.055748e+002
1.585583e+002,5.035685e+002
1.595226e+002,4.977954e+002
1.604868e+002,4.917287e+002
1.614510e+002,4.888886e+002
1.624153e+002,4.915921e+002
